City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,stanley,54.868,-1.6985,6.55,79,20,8.23,GB,1712694980
122,weno,7.4515,151.8468,28.97,84,75,6.17,FM,1712695014
123,wuyang,31.9925,116.2472,13.22,83,62,2.93,CN,1712695014
124,carutapera,-1.195,-46.02,26.35,89,68,2.01,BR,1712695015
125,buala,-8.145,159.5921,28.67,77,99,2.49,SB,1712695015
126,quellon,-43.1167,-73.6167,10.24,71,11,4.85,CL,1712695015
127,sultanpur,26.2667,82.0667,26.84,11,100,1.78,IN,1712695015
128,parras de la fuente,25.4167,-102.1833,31.14,3,0,15.66,MX,1712695016
129,antofagasta,-23.65,-70.4,20.6,81,86,4.58,CL,1712694877
130,aomori,40.8244,140.74,2.16,77,33,1.79,JP,1712695016
131,puerto baquerizo moreno,-0.9,-89.6,29.55,84,40,6.69,EC,1712695017
132,ha tinh,18.3333,105.9,20.89,96,79,0.6,VN,1712695017
133,ulladulla,-35.35,150.4667,11.82,70,31,5.88,AU,1712695017
134,gadzhiyevo,69.2551,33.3362,-3.58,90,100,1.66,RU,1712694797
135,punta arenas,-53.15,-70.9167,8.06,53,40,8.75,CL,1712694916
136,port elizabeth,-33.918,25.5701,18.39,94,25,7.6,ZA,1712694900
137,murzuq,25.9155,13.9184,22.65,14,0,4.35,LY,1712695019
138,ust-nera,64.5667,143.2,-14.48,98,82,1.52,RU,1712694742
139,wajir,1.7471,40.0573,29.69,67,100,2.34,KE,1712695019
140,butia,-30.1197,-51.9622,23.91,83,9,0.93,BR,1712694928
141,malpica,43.3228,-8.8105,12.41,69,100,1.45,ES,1712695020
142,anadyr,64.75,177.4833,-4.72,86,100,6.0,RU,1712695020
143,arcos,-20.2819,-45.5394,23.89,65,100,0.74,BR,1712695020
144,san miguel,13.4833,-88.1833,39.1,19,6,2.82,SV,1712694765
145,mariehamn,60.0973,19.9348,4.92,93,0,1.54,AX,1712695021
146,nyurba,63.2842,118.3319,-11.93,96,59,2.69,RU,1712695021
147,huangshan,29.7114,118.3125,14.62,77,99,1.07,CN,1712695021
148,dawesville,30.9224,-84.0091,26.87,50,40,3.13,US,1712695022
149,sukhodol,53.9006,51.2117,9.14,76,93,1.98,RU,1712695022
150,atafu village,-8.5421,-172.5159,30.26,74,90,7.33,TK,1712695022
151,kuje,8.8796,7.2272,28.1,54,100,1.49,NG,1712695023
152,huarmey,-10.0681,-78.1522,24.92,75,71,5.23,PE,1712695023
153,manado,1.487,124.8455,21.43,100,40,1.03,ID,1712695024
154,antigonish,45.6169,-61.9986,2.37,80,99,3.58,CA,1712694765
155,richards bay,-28.783,32.0377,18.93,85,1,3.12,ZA,1712695024
156,willowmore,-33.2926,23.4895,11.41,92,6,2.45,ZA,1712695024
157,fort bragg,35.139,-79.006,22.12,63,75,4.63,US,1712695025
158,mandelieu-la-napoule,43.5456,6.938,15.27,75,0,0.51,FR,1712695025
159,piacabucu,-10.4056,-36.4344,27.58,75,65,3.3,BR,1712695025
160,west island,-12.1568,96.8225,26.99,74,40,6.69,CC,1712695025
161,sechura,-5.5569,-80.8222,28.39,56,36,5.74,PE,1712694910
162,povoa de santa iria,38.861,-9.0645,14.41,67,0,5.66,PT,1712695026
163,badger,64.8,-147.5333,1.67,58,75,2.57,US,1712695026
164,buckie,57.6757,-2.9624,6.88,87,17,11.14,GB,1712695027
165,nalut,30.3333,10.85,23.16,10,0,4.63,LY,1712695027
166,st. john's,47.5649,-52.7093,0.44,93,100,9.77,CA,1712694858
167,borgarnes,64.5383,-21.9206,2.67,85,100,1.0,IS,1712695027
168,balasore,21.4942,86.9317,26.66,53,34,2.9,IN,1712695028
169,walvis bay,-22.9575,14.5053,15.53,82,0,3.09,,1712695028
170,alpena,45.0617,-83.4327,22.18,24,75,7.2,US,1712695028
171,ta`u,-14.2336,-169.5144,29.46,79,97,5.91,AS,1712695028
172,carnarvon,-24.8667,113.6333,25.3,40,0,6.38,AU,1712695029
173,kingston,17.997,-76.7936,30.53,70,40,11.83,JM,1712694873
174,moss vale,-34.55,150.3833,9.45,82,21,3.47,AU,1712695030
175,ascension,30.2169,-90.9001,27.22,71,75,5.14,US,1712695030
176,mount isa,-20.7333,139.5,17.87,45,66,7.2,AU,1712695030
177,zemio,5.0314,25.1361,24.82,55,40,1.24,CF,1712695030
178,labasa,-16.4167,179.3833,28.24,79,91,2.63,FJ,1712695031
179,fort mcmurray,56.7268,-111.381,14.77,30,0,6.69,CA,1712695031
180,jeddah,21.5169,39.2192,26.92,36,0,4.12,SA,1712694951
181,yangambi,0.8102,24.4336,23.57,87,100,1.33,CD,1712695031
182,margate,51.3813,1.3862,10.39,62,8,4.02,GB,1712694860
183,hermanus,-34.4187,19.2345,15.45,84,97,3.35,ZA,1712695032
184,pirassununga,-21.9961,-47.4258,26.81,65,75,2.06,BR,1712694796
185,okondja,-0.6549,13.6753,24.92,83,82,0.67,GA,1712695033
186,fernie,49.5,-115.0687,12.11,94,99,3.52,CA,1712694743
187,novyy urengoy,66.0833,76.6333,-25.22,98,7,4.0,RU,1712695033
188,fale old settlement,-9.3852,-171.2468,30.13,76,95,6.74,TK,1712695033
189,tsiombe,-25.3,45.4833,23.36,97,100,0.67,MG,1712695034
190,klyuchi,52.2667,79.1667,5.8,93,100,3.69,RU,1712695034
191,porto velho,-8.7619,-63.9039,33.03,58,40,1.54,BR,1712694912
192,cockburn town,21.4612,-71.1419,24.33,61,40,8.32,TC,1712695035
193,halmstad,56.6745,12.8568,10.01,93,75,3.6,SE,1712695035
194,kyzylorda,44.8528,65.5092,8.01,57,40,3.0,KZ,1712694879
195,kiato,38.0167,22.75,17.41,48,0,1.44,GR,1712695035
196,lobujya,27.95,86.8167,-16.81,50,100,2.29,NP,1712695036
197,isafjordur,66.0755,-23.124,-2.09,91,100,3.04,IS,1712695036
198,palmer,42.1584,-72.3287,23.65,18,40,2.06,US,1712694855
199,paka,4.6374,103.4368,25.96,94,82,0.0,MY,1712695037
200,mogocha,53.7333,119.7667,-6.14,85,11,1.96,RU,1712694920
201,vadso,70.0744,29.7487,-1.51,86,40,4.63,NO,1712695037
202,florenville,49.6998,5.3074,6.88,92,54,3.3,BE,1712695037
203,hugo,45.16,-92.9933,17.1,50,40,5.14,US,1712694848
204,fortaleza,-3.7227,-38.5247,29.56,79,40,3.6,BR,1712694908
205,petauke,-14.2426,31.3253,20.39,84,48,2.1,ZM,1712695038
206,new norfolk,-42.7826,147.0587,8.84,84,91,1.06,AU,1712695039
207,cannonvale,-20.2833,148.7,25.66,72,73,5.43,AU,1712695039
208,wuchuan,21.4571,110.7659,22.9,86,100,7.75,CN,1712695039
209,bukittinggi,-0.3091,100.3706,19.64,99,100,0.39,ID,1712695039
210,olinda,-8.0089,-34.8553,27.85,89,75,3.6,BR,1712695040
211,marshall,34.3834,-86.3333,15.99,94,100,2.06,US,1712695040
212,mejit,10.2753,170.8646,26.96,84,93,9.51,MH,1712695040
213,kodiak,57.79,-152.4072,-3.27,54,75,2.57,US,1712695040
214,holualoa,19.6228,-155.9522,25.43,76,0,5.14,US,1712695041
215,praia da vitoria,38.7333,-27.0667,18.14,88,75,10.51,PT,1712695041
216,sinabang,2.4803,96.3801,24.52,94,100,0.4,ID,1712695041
217,shimoda,34.6667,138.95,8.39,64,91,6.83,JP,1712695041
218,geraldton,-28.7667,114.6,23.23,38,0,8.75,AU,1712695042
219,acapulco de juarez,16.8634,-99.8901,28.9,70,0,6.17,MX,1712694785
220,peterhead,57.5058,-1.7981,7.22,84,100,11.97,GB,1712694752
221,kitimat,54.0524,-128.6534,9.39,70,87,0.45,CA,1712695042
222,raja,8.4596,25.678,28.09,25,8,1.53,SS,1712695043
223,nam som,17.7704,102.1895,26.25,70,70,1.97,TH,1712695043
224,allen,41.0706,-85.0144,22.32,43,75,7.72,US,1712694842
225,nova vicosa,-17.8919,-39.3719,26.07,81,31,2.81,BR,1712695044
226,mau,25.95,83.55,26.42,16,80,3.04,IN,1712695044
227,nantucket,41.2835,-70.0995,17.08,55,0,3.6,US,1712695044
228,igarka,67.4667,86.5833,-20.55,98,86,4.02,RU,1712695045
229,mil'kovo,55.6078,37.7956,15.08,79,100,2.54,RU,1712695045
230,puerto colombia,10.9878,-74.9547,33.05,77,95,10.5,CO,1712695045
231,kresttsy,58.2452,32.5165,9.01,91,67,1.79,RU,1712695045
232,kruisfontein,-34.0033,24.7314,17.16,87,70,7.4,ZA,1712695046
233,kendari,-3.945,122.4989,24.5,97,100,0.83,ID,1712695046
234,bodo,67.28,14.405,8.02,57,0,4.63,NO,1712694897
235,camana,-16.6228,-72.7111,21.87,84,95,3.19,PE,1712695046
236,salah bey,35.8545,5.2905,10.23,83,100,5.73,DZ,1712695047
237,antalaha,-14.9003,50.2788,24.24,93,15,2.18,MG,1712695047
238,jalai nur,49.45,117.7,2.78,41,40,3.59,CN,1712695047
239,broken hill,-31.95,141.4333,8.69,67,0,4.28,AU,1712694819
240,port alfred,-33.5906,26.891,18.68,81,99,12.65,ZA,1712695048
241,ashburton,-37.8626,145.0794,13.55,81,91,3.21,AU,1712695049
242,dauphin,51.1494,-100.0502,14.08,33,0,3.6,CA,1712695049
243,buwenge,0.6422,33.1744,17.97,98,81,0.87,UG,1712695049
244,norderney,53.7,7.15,10.01,88,90,12.25,DE,1712695049
245,hasaki,35.7333,140.8333,6.27,51,48,9.87,JP,1712695050
246,santa vitoria do palmar,-33.5189,-53.3681,21.6,77,100,2.3,BR,1712695050
247,kharp,66.8014,65.8081,-26.83,95,35,2.5,RU,1712694797
248,namibe,-15.1961,12.1522,21.96,73,17,3.68,AO,1712695050
249,laguna,38.421,-121.4238,24.06,44,0,1.54,US,1712695051
250,puerto montt,-41.4698,-72.9447,11.46,58,20,8.23,CL,1712694821
251,parral,26.9333,-105.6667,21.86,7,0,16.54,MX,1712694910
252,mbanza-ngungu,-5.25,14.8667,20.89,97,66,1.27,CD,1712695052
253,dalandzadgad,43.5708,104.425,7.9,29,1,3.07,MN,1712695052
254,kinablangan,7.6947,126.5503,24.12,82,98,1.82,PH,1712695052
255,tralee,52.2704,-9.7026,7.14,87,75,1.54,IE,1712694870
256,utrik,11.2278,169.8474,26.82,85,99,9.39,MH,1712695053
257,howard springs,-12.497,131.047,23.95,76,92,2.64,AU,1712695054
258,klaksvik,62.2266,-6.589,4.51,74,42,7.92,FO,1712695054
259,bazpur,29.15,79.1167,22.62,11,4,3.09,IN,1712695054
260,turbat,26.0023,63.044,26.83,47,100,0.85,PK,1712695054
261,chilca,-12.5211,-76.7372,21.98,84,31,2.95,PE,1712695055
262,malanje,-9.5402,16.341,18.56,98,36,1.67,AO,1712695055
263,tambacounda,13.7539,-13.7586,36.01,14,0,2.69,SN,1712695055
264,quang ngai,15.1167,108.8,21.92,94,3,1.98,VN,1712695055
265,east london,-33.0153,27.9116,19.53,90,100,9.07,ZA,1712695056
266,gagliano del capo,39.8442,18.3695,15.68,77,89,4.63,IT,1712695056
267,san fernando de apure,7.8878,-67.4724,38.2,21,56,3.89,VE,1712695056
268,sao joao da barra,-21.6403,-41.0511,28.05,84,100,5.31,BR,1712695057
269,'ali al gharbi,32.4633,46.6864,26.26,54,100,7.26,IQ,1712695057
270,conduaga,8.862,117.4893,24.36,85,100,1.26,PH,1712695057
271,onverwacht,5.5833,-55.1833,31.0,58,40,5.66,SR,1712695057
272,santa cruz,-17.8,-63.1667,30.7,74,75,6.17,BO,1712695040
273,susuman,62.7833,148.1667,-21.68,100,96,0.89,RU,1712695058
274,pokhara,28.2333,83.9833,17.9,15,87,3.32,NP,1712695058
275,santana,-0.0583,-51.1817,28.1,83,75,2.06,BR,1712695059
276,swift current,50.2834,-107.8014,14.45,28,0,8.75,CA,1712694899
277,kerikeri,-35.2268,173.9474,21.06,88,77,4.47,NZ,1712695059
278,sandnessjoen,66.0217,12.6316,8.06,57,0,2.57,NO,1712695059
279,juneau,58.3019,-134.4197,7.0,70,75,5.14,US,1712695060
280,puerto aysen,-45.4,-72.7,8.21,84,93,1.23,CL,1712695060
281,rio grande,-32.035,-52.0986,28.06,81,68,5.14,BR,1712695060
282,bahar,34.9072,48.4414,12.09,58,40,4.12,IR,1712695060
283,byron bay,-28.65,153.6167,15.39,79,10,4.92,AU,1712695061
284,olyokminsk,60.3736,120.4264,-8.61,99,87,0.62,RU,1712694920
285,tsumeb,-19.2333,17.7167,20.66,42,30,3.86,,1712695061
286,fukuecho,32.6881,128.8419,12.97,68,54,9.39,JP,1712695061
287,cabo san lucas,22.8909,-109.9124,25.1,53,0,4.12,MX,1712694777
288,zambezi,-13.5432,23.1047,19.71,91,69,1.39,ZM,1712695062
289,monrovia,6.3005,-10.7969,27.41,84,100,3.33,LR,1712695062
290,qamdo,31.1667,97.2333,-1.6,55,84,2.91,CN,1712695063
291,borzya,50.3833,116.5167,-1.09,46,1,2.05,RU,1712695063
292,san-pedro,4.7485,-6.6363,28.36,82,100,3.43,CI,1712695063
293,guaraniacu,-25.1008,-52.8781,23.86,68,97,1.7,BR,1712695063
294,ocos,14.5094,-92.1933,34.1,62,4,5.09,GT,1712695064
295,wynyard,-41.0,145.7167,12.62,84,56,4.22,AU,1712694808
296,saint-joseph,-21.3667,55.6167,23.21,81,36,2.98,RE,1712695064
297,middlebury (village),44.0153,-73.1673,21.12,8,0,2.06,US,1712695064
298,westport,41.1415,-73.3579,25.34,35,0,3.6,US,1712695065
299,sisimiut,66.9395,-53.6735,-6.5,76,74,1.29,GL,1712695065
300,kralendijk,12.15,-68.2667,30.99,62,40,7.72,BQ,1712695065
301,miyaly,48.8844,53.7836,15.39,66,99,3.65,KZ,1712695065
302,gamay,12.3854,125.2979,24.05,94,83,2.08,PH,1712695066
303,zaozersk,69.4005,32.4476,-4.56,92,99,2.03,RU,1712695066
304,carloforte,39.145,8.3058,14.55,69,100,11.03,IT,1712695066
305,lorengau,-2.0226,147.2712,25.4,95,100,4.82,PG,1712695067
306,la sarre,48.8002,-79.1996,17.03,52,100,5.41,CA,1712694865
307,mirny,62.5353,113.9611,-8.2,93,100,3.13,RU,1712694993
308,langepas,61.2544,75.2124,-19.01,98,24,2.49,RU,1712694921
309,aasiaat,68.7098,-52.8699,-8.7,85,100,2.57,GL,1712695068
310,tindouf,27.6711,-8.1474,32.25,11,0,2.57,DZ,1712694800
311,esmeraldas,-19.7625,-44.3139,27.48,77,97,0.62,BR,1712695068
312,saint-francois,46.4154,3.9054,6.9,78,0,2.06,FR,1712695069
313,fuerte olimpo,-21.0415,-57.8738,30.28,64,100,0.98,PY,1712695069
314,sanming,26.2486,117.6186,14.67,86,100,1.04,CN,1712695000
315,puerto morazan,12.8504,-87.1717,37.43,21,11,3.05,NI,1712695069
316,mutuali,-14.8706,37.0044,24.12,80,100,1.13,MZ,1712695070
317,mantua,45.1667,10.7833,17.77,86,100,0.45,IT,1712695070
318,la passe,45.5549,-0.8967,10.13,78,7,5.46,FR,1712695070
319,yel'nya,54.5786,33.1837,14.71,80,67,3.43,RU,1712695071
320,tura,25.5198,90.2201,23.83,36,66,1.84,IN,1712695071
321,codajas,-3.8367,-62.0569,30.92,66,99,1.57,BR,1712695071
322,nadym,65.5333,72.5167,-24.46,97,8,3.85,RU,1712695071
323,colonia menno,-22.3667,-59.8167,31.06,68,42,2.31,PY,1712695072
324,afaahiti,-17.75,-149.2833,29.48,83,100,5.37,PF,1712695072
325,bridgewater,44.3835,-64.5155,9.79,44,70,4.63,CA,1712695072
326,kupang,-10.1667,123.5833,26.32,100,65,1.54,ID,1712695072
327,floro,61.5996,5.0328,9.02,93,100,2.57,NO,1712695073
328,happy valley-goose bay,53.3168,-60.3315,-0.83,51,75,7.2,CA,1712695073
329,queenstown,-31.8976,26.8753,12.52,83,100,5.93,ZA,1712695073
330,clinton,42.587,-82.9199,25.12,38,75,8.23,US,1712695073
331,cururupu,-1.8283,-44.8683,25.57,91,98,1.13,BR,1712695074
332,nelson bay,-32.7167,152.15,15.56,81,100,9.83,AU,1712694950
333,ha'il,27.5219,41.6907,23.01,11,0,3.09,SA,1712695074
334,lazaro cardenas,17.9583,-102.2,28.01,56,79,6.17,MX,1712695074
335,narsinghgarh,23.7,77.1,28.56,34,100,1.99,IN,1712695075
336,cam ranh,11.9214,109.1591,27.98,78,40,6.69,VN,1712695075
337,rudnyy,52.9594,63.1206,5.13,93,37,3.33,KZ,1712695075
338,kapiri mposhi,-13.9652,28.6809,21.52,73,100,0.53,ZM,1712695075
339,machala,-3.2667,-79.9667,32.97,62,75,4.63,EC,1712695076
340,basse-terre,16.1667,-61.6667,29.22,58,10,5.14,GP,1712695076
341,revda,56.801,59.9303,-0.53,94,92,2.74,RU,1712695076
342,shingu,33.7333,135.9833,4.89,65,0,2.16,JP,1712695077
343,buka,40.8108,69.1986,11.56,70,8,2.5,UZ,1712695077
344,roanoke,37.271,-79.9414,18.62,82,100,3.6,US,1712694880
345,katsuura,35.1333,140.3,9.57,55,93,9.1,JP,1712695077
346,san antonio de pale,-1.4014,5.6325,27.91,77,15,3.5,GQ,1712695078
